"","POLLSTER","START","END","SAMPLE","POPULATION","DEMPCT","REPPCT","OTHERPCT","ELAPSED","RECWGT","BIAS","WEIGHT","SAMPWEIGHT","POPWEIGHT","TOTWGT","DEMOCRATIC","REPUBLICAN"
"1021","Morning Consult","8/19/21",2021-08-21,14899,"rv",44,42,NA,444,1.84959604381377e-11,1.90875,2,2.40226234389683,1.67,1.48403378577644e-10,43.5228125,42.4771875
"1022","Morning Consult","8/18/21",2021-08-20,14759,"rv",44,41,NA,445,1.73140685661407e-11,1.90875,2,2.39990208629544,1.67,1.38783911375639e-10,43.5228125,41.4771875
"1023","Morning Consult","8/17/21",2021-08-19,16120,"rv",44,41,NA,446,1.62076995847643e-11,1.90875,2,2.42195400401515,1.67,1.3110937170335e-10,43.5228125,41.4771875
"1024","Morning Consult","8/16/21",2021-08-18,16428,"rv",44,41,NA,447,1.51720275812979e-11,1.90875,2,2.42668561876911,1.67,1.22971255404607e-10,43.5228125,41.4771875
"1025","Echelon Insights","8/13/21",2021-08-18,1016,"rv",50,40,NA,447,1.51720275812979e-11,1.49,2,1.73090715703461,1.67,8.77129795648312e-11,49.6275,40.3725
"1026","Susquehanna Polling & Research Inc.","8/12/21",2021-08-18,800,"lv",38,39,NA,447,1.51720275812979e-11,0.327587076335325,1,1.67115293191698,2,5.07095567512225e-11,37.9181032309162,39.0818967690838
"1027","Schoen Cooperman Research","8/10/21",2021-08-18,750,"lv",46,48,NA,447,1.51720275812979e-11,0,1,1.65501830163259,2,5.02199666398448e-11,46,48
"1028","Morning Consult","8/15/21",2021-08-17,17203,"rv",45,41,NA,448,1.42025350188529e-11,1.90875,2,2.43820976654926,1.67,1.15660057039702e-10,44.5228125,41.4771875
"1029","YouGov","8/14/21",2021-08-17,1159,"rv",43,38,NA,448,1.42025350188529e-11,3.91115384615385,2,1.76382821083494,1.67,8.3669778651624e-11,42.0222115384615,38.9777884615385
"1030","NBC News/The Wall Street Journal","8/14/21",2021-08-17,790,"rv",47,46,NA,448,1.42025350188529e-11,2.8,2,1.66800823636527,1.67,7.91244175983009e-11,46.3,46.7
"1031","Ipsos","8/16/21",2021-08-16,947,"a",40,37,NA,449,1.32949930311482e-11,2.639375,2,1.71332477329652,1,4.55572818421417e-11,39.34015625,37.65984375
"1032","Morning Consult","8/14/21",2021-08-16,16553,"rv",45,41,NA,449,1.32949930311482e-11,1.90875,2,2.42858065831504,1.67,1.07841796179119e-10,44.5228125,41.4771875
"1033","Morning Consult","8/13/21",2021-08-15,16350,"rv",45,41,NA,450,1.24454429764579e-11,1.90875,2,2.42549579408135,1.67,1.00822474446892e-10,44.5228125,41.4771875
"1034","Morning Consult","8/12/21",2021-08-14,15849,"rv",45,41,NA,451,1.16501791702622e-11,1.90875,2,2.41771542145811,1.67,9.40771715945945e-11,44.5228125,41.4771875
"1035","Morning Consult","8/11/21",2021-08-13,16441,"rv",45,41,NA,452,1.09057327212825e-11,1.90875,2,2.42688337350272,1.67,8.83995843332642e-11,44.5228125,41.4771875
"1036","Morning Consult","8/10/21",2021-08-12,16529,"rv",45,41,NA,453,1.02088564003925e-11,1.90875,2,2.42821792322934,1.67,8.27963558109395e-11,44.5228125,41.4771875
"1037","Morning Consult","8/9/21",2021-08-11,16637,"rv",45,41,NA,454,9.55651047640743e-12,1.90875,2,2.42984610241494,1.67,7.75576381108455e-11,44.5228125,41.4771875
"1038","Morning Consult","8/8/21",2021-08-10,14793,"rv",44,42,NA,455,8.945849456965e-12,1.90875,2,2.40047734372306,1.67,7.17241918656177e-11,43.5228125,42.4771875
"1039","YouGov","8/7/21",2021-08-10,2306,"rv",45,37,NA,455,8.945849456965e-12,3.91115384615385,2,1.93581742520725,1.67,5.7840554415326e-11,44.0222115384615,37.9777884615385
"1040","Morning Consult","8/7/21",2021-08-09,12962,"rv",44,41,NA,456,8.37420967666493e-12,1.90875,2,2.36744431974692,1.67,6.62170869388427e-11,43.5228125,41.4771875
"1041","Morning Consult","8/6/21",2021-08-08,12779,"rv",44,41,NA,457,7.83909767832604e-12,1.90875,2,2.36388961940218,1.67,6.18927438350973e-11,43.5228125,41.4771875
"1042","RMG Research","8/5/21",2021-08-07,1200,"rv",42,40,NA,458,7.33817933668101e-12,2.88333333333333,2,1.77251920894402,1.67,4.34435932020303e-11,41.2791666666667,40.7208333333333
"1043","Morning Consult","8/5/21",2021-08-07,14042,"rv",45,41,NA,458,7.33817933668101e-12,1.90875,2,2.3874520293943,1.67,5.85153008390574e-11,44.5228125,41.4771875
"1044","Morning Consult","8/4/21",2021-08-06,15364,"rv",44,41,NA,459,6.86926967706709e-12,1.90875,2,2.40994559736645,1.67,5.52922511593381e-11,43.5228125,41.4771875
"1045","Morning Consult","8/3/21",2021-08-05,15667,"rv",44,42,NA,460,6.43032334470251e-12,1.90875,2,2.41482796709837,1.67,5.18639363319123e-11,43.5228125,42.4771875
"1046","Morning Consult","8/2/21",2021-08-04,15928,"rv",44,42,NA,461,6.01942568297602e-12,1.90875,2,2.41895846143601,1.67,4.8632873900659e-11,43.5228125,42.4771875
"1047","Morning Consult","8/1/21",2021-08-03,16160,"rv",44,42,NA,462,5.63478438183385e-12,1.90875,2,2.42257358301877,1.67,4.55932704967211e-11,43.5228125,42.4771875
"1048","YouGov","7/31/21",2021-08-03,1174,"rv",45,37,NA,462,5.63478438183385e-12,3.91115384615385,2,1.76704300009701,1.67,3.3256067038578e-11,44.0222115384615,37.9777884615385
"1049","McLaughlin & Associates","7/29/21",2021-08-03,1000,"lv",46,48,NA,462,5.63478438183385e-12,-7.86,1,1.72693881974553,2,1.94618557797694e-11,47.965,46.035
"1050","Morning Consult","7/31/21",2021-08-02,15574,"rv",44,41,NA,463,5.27472165983467e-12,1.90875,2,2.41333953403423,1.67,4.25171790044369e-11,43.5228125,41.4771875
"1051","Quinnipiac University","7/27/21",2021-08-02,1290,"a",45,42,NA,463,5.27472165983467e-12,5.5,2,1.79059937433893,1,1.88898266078239e-11,43.625,43.375
"1052","Quinnipiac University","7/27/21",2021-08-02,1145,"rv",45,44,NA,463,5.27472165983467e-12,5.5,2,1.76078997899709,1.67,3.10208413157234e-11,43.625,45.375
"1053","Morning Consult","7/30/21",2021-08-01,14883,"rv",44,41,NA,464,4.93766694577123e-12,1.90875,2,2.40199372524229,1.67,3.9613218370403e-11,43.5228125,41.4771875
"1054","Morning Consult","7/29/21",2021-07-31,14607,"rv",44,41,NA,465,4.62215002793645e-12,1.90875,2,2.3973140362127,1.67,3.7009688765773e-11,43.5228125,41.4771875
"1055","Morning Consult","7/28/21",2021-07-30,14723,"rv",44,41,NA,466,4.32679464115131e-12,1.90875,2,2.39929154396635,1.67,3.46733475952775e-11,43.5228125,41.4771875
"1056","Morning Consult","7/27/21",2021-07-29,15113,"rv",44,41,NA,467,4.05031246358174e-12,1.90875,2,2.40582764489253,1.67,3.2546141342428e-11,43.5228125,41.4771875
"1057","Morning Consult","7/26/21",2021-07-28,15369,"rv",44,41,NA,468,3.79149749715887e-12,1.90875,2,2.41002694315183,1.67,3.05196211509723e-11,43.5228125,41.4771875
"1058","WPA Intelligence (WPAi)","7/20/21",2021-07-28,1000,"rv",44,42,NA,468,3.79149749715887e-12,6.36,1,1.72693881974553,1.67,1.09346326353955e-11,42.41,43.59
"1059","Morning Consult","7/25/21",2021-07-27,15347,"rv",44,42,NA,469,3.54922080709042e-12,1.90875,2,2.40966882354377,1.67,2.85651720672403e-11,43.5228125,42.4771875
"1060","YouGov","7/24/21",2021-07-27,1178,"rv",43,36,NA,469,3.54922080709042e-12,3.91115384615385,2,1.76789334105288,1.67,2.09573103948102e-11,42.0222115384615,36.9777884615385
"1061","Morning Consult","7/24/21",2021-07-26,14975,"rv",44,42,NA,470,3.32242559751734e-12,1.90875,2,2.40353435574591,1.67,2.66717839872622e-11,43.5228125,42.4771875
"1062","Morning Consult","7/23/21",2021-07-25,14085,"rv",44,41,NA,471,3.11012260183598e-12,1.90875,2,2.38821642007762,1.67,2.48083371929718e-11,43.5228125,41.4771875
"1063","RMG Research","7/22/21",2021-07-24,1200,"rv",41,38,NA,472,2.91138576757866e-12,2.88333333333333,2,1.77251920894402,1.67,1.72360272402493e-11,40.2791666666667,38.7208333333333
"1064","Morning Consult","7/22/21",2021-07-24,13512,"rv",44,41,NA,472,2.91138576757866e-12,1.90875,2,2.37783336462191,1.67,2.31221193195493e-11,43.5228125,41.4771875
"1065","Morning Consult","7/21/21",2021-07-23,13759,"rv",44,41,NA,473,2.72534821703039e-12,1.90875,2,2.38236210860695,1.67,2.16858395255425e-11,43.5228125,41.4771875
"1066","Echelon Insights","7/19/21",2021-07-23,1143,"rv",48,41,NA,473,2.72534821703039e-12,1.49,2,1.7603529159487,1.67,1.60238994339556e-11,47.6275,41.3725
"1067","Morning Consult","7/20/21",2021-07-22,14155,"rv",44,41,NA,474,2.55119846596215e-12,1.90875,2,2.3894557993865,1.67,2.03605597393965e-11,43.5228125,41.4771875
"1068","Morning Consult","7/19/21",2021-07-21,13670,"rv",44,41,NA,475,2.38817688398716e-12,1.90875,2,2.3807397324295,1.67,1.89899961698982e-11,43.5228125,41.4771875
"1069","Morning Consult","7/18/21",2021-07-20,12564,"rv",44,41,NA,476,2.23557238110038e-12,1.90875,2,2.35964771516463,1.67,1.76190452922366e-11,43.5228125,41.4771875
"1070","YouGov","7/17/21",2021-07-20,1187,"rv",44,35,NA,476,2.23557238110038e-12,3.91115384615385,2,1.76979609865242,1.67,1.32147343096107e-11,43.0222115384615,35.9777884615385
"1071","Morning Consult","7/17/21",2021-07-19,12243,"rv",44,41,NA,477,2.09271930594807e-12,1.90875,2,2.35317740601848,1.67,1.64479628915715e-11,43.5228125,41.4771875
"1072","Morning Consult","7/16/21",2021-07-18,12468,"rv",44,41,NA,478,1.95899454229799e-12,1.90875,2,2.35773016022181,1.67,1.54267269237268e-11,43.5228125,41.4771875
"1073","Morning Consult","7/15/21",2021-07-17,13650,"rv",44,41,NA,479,1.83381479104515e-12,1.90875,2,2.38037370015328,1.67,1.45796494285169e-11,43.5228125,41.4771875
"1074","Morning Consult","7/14/21",2021-07-16,14307,"rv",44,41,NA,480,1.71663402589736e-12,1.90875,2,2.39212605174158,1.67,1.37153926153481e-11,43.5228125,41.4771875
"1075","Morning Consult","7/13/21",2021-07-15,15554,"rv",44,41,NA,481,1.60694111164252e-12,1.90875,2,2.41301827981372,1.67,1.29511114451051e-11,43.5228125,41.4771875
"1076","Morning Consult","7/12/21",2021-07-14,15383,"rv",45,41,NA,482,1.50425757460856e-12,1.90875,2,2.41025457063894,1.67,1.21096499400259e-11,44.5228125,41.4771875
"1077","Morning Consult","7/11/21",2021-07-13,15438,"rv",45,41,NA,483,1.40813551559108e-12,1.90875,2,2.41114682037745,1.67,1.13400397134005e-11,44.5228125,41.4771875
"1078","YouGov","7/10/21",2021-07-13,1159,"rv",44,37,NA,483,1.40813551559108e-12,3.91115384615385,2,1.76382821083494,1.67,8.29558855124099e-12,43.0222115384615,37.9777884615385
"1079","Morning Consult","7/10/21",2021-07-12,14325,"rv",45,41,NA,484,1.31815565614481e-12,1.90875,2,2.39244038539574,1.67,1.05330534788355e-11,44.5228125,41.4771875
"1080","Morning Consult","7/9/21",2021-07-11,14019,"rv",45,41,NA,485,1.23392550971715e-12,1.90875,2,2.38704220784213,1.67,9.8377437919134e-12,44.5228125,41.4771875
"1081","Morning Consult","7/8/21",2021-07-10,13950,"rv",44,41,NA,486,1.15507766964623e-12,1.90875,2,2.38580869681238,1.67,9.20435312811739e-12,43.5228125,41.4771875
"1082","Morning Consult","7/7/21",2021-07-09,14032,"rv",44,41,NA,487,1.08126820655583e-12,1.90875,2,2.38727392865299,1.67,8.62148655396968e-12,43.5228125,41.4771875
"1083","PEM Management Corporation","7/8/21",2021-07-08,1000,"lv",41.7,42.1,NA,488,1.01217516815692e-12,0,1,1.72693881974553,2,3.49592918054529e-12,41.7,42.1
"1084","Morning Consult","7/6/21",2021-07-08,14869,"rv",44,40,NA,488,1.01217516815692e-12,1.90875,2,2.40175844692431,1.67,8.1195408680256e-12,43.5228125,40.4771875
"1085","Morning Consult","7/5/21",2021-07-07,15187,"rv",44,41,NA,489,9.47497174911689e-13,1.90875,2,2.40704876943257,1.67,7.61744417576613e-12,43.5228125,41.4771875
"1086","Morning Consult","7/4/21",2021-07-06,15893,"rv",44,41,NA,490,8.86952105434832e-13,1.90875,2,2.4184085099242,1.67,7.16434181572716e-12,43.5228125,41.4771875
"1087","YouGov","7/3/21",2021-07-06,1176,"rv",43,37,NA,490,8.86952105434832e-13,3.91115384615385,2,1.76746853211464,1.67,5.23598418573531e-12,42.0222115384615,37.9777884615385
"1088","Morning Consult","7/3/21",2021-07-05,15027,"rv",44,41,NA,491,8.30275865897547e-13,1.90875,2,2.40440096550643,1.67,6.6676957526265e-12,43.5228125,41.4771875
"1089","Morning Consult","7/2/21",2021-07-04,14419,"rv",44,41,NA,492,7.77221238066693e-13,1.90875,2,2.39407551507666,1.67,6.21482596174915e-12,43.5228125,41.4771875
"1090","Morning Consult","7/1/21",2021-07-03,13888,"rv",44,41,NA,493,7.27556800954232e-13,1.90875,2,2.38469510922503,1.67,5.79490382402935e-12,43.5228125,41.4771875
"1091","Morning Consult","6/30/21",2021-07-02,14909,"rv",44,42,NA,494,6.81065921373256e-13,1.90875,2,2.4024300841071,1.67,5.46495228428255e-12,43.5228125,42.4771875
"1092","Morning Consult","6/29/21",2021-07-01,15223,"rv",44,42,NA,495,6.37545808997505e-13,1.90875,2,2.40764068026481,1.67,5.12683729241761e-12,43.5228125,42.4771875
"1093","Morning Consult","6/28/21",2021-06-30,15855,"rv",44,41,NA,496,5.96806631802565e-13,1.90875,2,2.41781004674311,1.67,4.81950333491943e-12,43.5228125,41.4771875
"1094","Morning Consult","6/27/21",2021-06-29,15209,"rv",44,41,NA,497,5.58670688030381e-13,1.90875,2,2.40741065921809,1.67,4.49213222965253e-12,43.5228125,41.4771875
"1095","YouGov","6/26/21",2021-06-29,1198,"rv",44,36,NA,497,5.58670688030381e-13,3.91115384615385,2,1.77210219466885,1.67,3.30667198486835e-12,43.0222115384615,36.9777884615385
"1096","Morning Consult","6/26/21",2021-06-28,14124,"rv",44,41,NA,498,5.2297163106524e-13,1.90875,2,2.38890768926207,1.67,4.17276537539704e-12,43.5228125,41.4771875
"1097","Morning Consult","6/25/21",2021-06-27,12802,"rv",45,41,NA,499,4.89553743840171e-13,1.90875,2,2.36433917192549,1.67,3.86595345170247e-12,44.5228125,41.4771875
"1098","Morning Consult","6/24/21",2021-06-26,12259,"rv",44,41,NA,500,4.58271259608784e-13,1.90875,2,2.35350391002375,1.67,3.60233429247821e-12,43.5228125,41.4771875
"1099","Morning Consult","6/23/21",2021-06-25,13185,"rv",44,42,NA,501,4.28987726119783e-13,1.90875,2,2.37170877469685,1.67,3.39822940728029e-12,43.5228125,42.4771875
"1100","RMG Research","6/22/21",2021-06-24,1200,"rv",41,38,NA,502,4.01575410420729e-13,2.88333333333333,2,1.77251920894402,1.67,2.37741243022647e-12,40.2791666666667,38.7208333333333
"1101","Morning Consult","6/22/21",2021-06-24,13669,"rv",43,42,NA,502,4.01575410420729e-13,1.90875,2,2.38072144353816,1.67,3.19317089722613e-12,42.5228125,42.4771875
"1102","Morning Consult","6/21/21",2021-06-23,13940,"rv",44,42,NA,503,3.75914741694844e-13,1.90875,2,2.38562942107863,1.67,2.99528951379867e-12,43.5228125,42.4771875
"1103","Morning Consult","6/20/21",2021-06-22,13540,"rv",44,42,NA,504,3.51893789700543e-13,1.90875,2,2.37835088661657,1.67,2.79533586847537e-12,43.5228125,42.4771875
"1104","YouGov","6/19/21",2021-06-22,1157,"rv",44,37,NA,504,3.51893789700543e-13,3.91115384615385,2,1.76339643179842,1.67,2.07256436545407e-12,43.0222115384615,37.9777884615385
"1105","Echelon Insights","6/18/21",2021-06-22,1001,"rv",46,42,NA,504,3.51893789700543e-13,1.49,2,1.7271886948288,1.67,2.03000849767315e-12,45.6275,42.3725
"1106","Morning Consult","6/19/21",2021-06-21,12932,"rv",44,42,NA,505,3.29407776538679e-13,1.90875,2,2.36686503471133,1.67,2.60407691982768e-12,43.5228125,42.4771875
"1107","GQR Research (GQRR)","6/14/21",2021-06-21,2000,"rv",46,44,NA,505,3.29407776538679e-13,4.095,2,1.90022561488552,1.67,2.09066997636908e-12,44.97625,45.02375
"1108","Morning Consult","6/18/21",2021-06-20,11992,"rv",44,42,NA,506,3.08358619617857e-13,1.90875,2,2.34799875994561,1.67,2.41824569264744e-12,43.5228125,42.4771875
"1109","McLaughlin & Associates","6/16/21",2021-06-20,1000,"lv",46,47,NA,506,3.08358619617857e-13,-7.86,1,1.72693881974553,2,1.06503294124245e-12,47.965,45.035
"1110","Morning Consult","6/17/21",2021-06-19,11596,"rv",44,41,NA,507,2.88654503824276e-13,1.90875,2,2.33960387251039,1.67,2.25562623118257e-12,43.5228125,41.4771875
"1111","Morning Consult","6/16/21",2021-06-18,12357,"rv",44,41,NA,508,2.70209481029905e-13,1.90875,2,2.35549449577605,1.67,2.12583299720996e-12,43.5228125,41.4771875
"1112","Morning Consult","6/15/21",2021-06-17,12745,"rv",44,41,NA,509,2.52943095192094e-13,1.90875,2,2.36322357920255,1.67,1.99652202975981e-12,43.5228125,41.4771875
"1113","Ipsos","6/11/21",2021-06-17,4420,"a",37,30,NA,509,2.52943095192094e-13,2.639375,2,2.09847374376794,1,1.06158888785601e-12,36.34015625,30.65984375
"1114","Morning Consult","6/14/21",2021-06-16,13250,"rv",43,41,NA,510,2.36780031409319e-13,1.90875,2,2.37293820785359,1.67,1.87662704051574e-12,42.5228125,41.4771875
"1115","Morning Consult","6/13/21",2021-06-15,13534,"rv",43,42,NA,511,2.21649787402264e-13,1.90875,2,2.37824007919804,1.67,1.76063560253894e-12,42.5228125,42.4771875
"1116","YouGov","6/12/21",2021-06-15,1196,"rv",41,34,NA,511,2.21649787402264e-13,3.91115384615385,2,1.77168448362764,1.67,1.31159625372746e-12,40.0222115384615,34.9777884615385
"1117","Morning Consult","6/12/21",2021-06-14,13788,"rv",44,42,NA,512,2.07486365987259e-13,1.90875,2,2.38288848190919,1.67,1.65135235135854e-12,43.5228125,42.4771875
"1118","Morning Consult","6/11/21",2021-06-13,13445,"rv",44,41,NA,513,1.94227987200673e-13,1.90875,2,2.37659064217574,1.67,1.54174539221136e-12,43.5228125,41.4771875
"1119","Morning Consult","6/10/21",2021-06-12,12782,"rv",44,41,NA,514,1.8181681881855e-13,1.90875,2,2.36394830255256,1.67,1.4355505711402e-12,43.5228125,41.4771875
"1120","Morning Consult","6/9/21",2021-06-11,12915,"rv",44,41,NA,515,1.70198724096045e-13,1.90875,2,2.36653617638249,1.67,1.34529000207642e-12,43.5228125,41.4771875
"1121","Morning Consult","6/8/21",2021-06-10,13145,"rv",44,42,NA,516,1.59323025626308e-13,1.90875,2,2.370949184291,1.67,1.26167430414254e-12,43.5228125,42.4771875
"1122","The Winston Group","6/7/21",2021-06-10,1000,"rv",46,42,NA,516,1.59323025626308e-13,0.74,2,1.72693881974553,1.67,9.189713335635e-13,45.815,42.185
"1123","Morning Consult","6/7/21",2021-06-09,14062,"rv",43,42,NA,517,1.49142284288787e-13,1.90875,2,2.38780785068978,1.67,1.18945121176387e-12,42.5228125,42.4771875
"1124","Morning Consult","6/6/21",2021-06-08,14689,"rv",44,42,NA,518,1.39612092322733e-13,1.90875,2,2.39871354833285,1.67,1.11853065400123e-12,43.5228125,42.4771875
"1125","YouGov","6/5/21",2021-06-08,1189,"rv",46,37,NA,518,1.39612092322733e-13,3.91115384615385,2,1.7702169741727,1.67,8.25459943402422e-13,45.0222115384615,37.9777884615385
"1126","ALG Research","6/2/21",2021-06-08,1000,"lv",46,46,NA,518,1.39612092322733e-13,0.93,1,1.72693881974553,2,4.82203083876051e-13,45.7675,46.2325
"1127","Morning Consult","6/5/21",2021-06-07,14596,"rv",43,41,NA,519,1.3069087962331e-13,1.90875,2,2.39712569938908,1.67,1.04636343717748e-12,42.5228125,41.4771875
"1128","Morning Consult","6/4/21",2021-06-06,14244,"rv",43,41,NA,520,1.22339732415381e-13,1.90875,2,2.39102276109942,1.67,9.7700706320524e-13,42.5228125,41.4771875
"1129","Morning Consult","6/3/21",2021-06-05,13437,"rv",43,41,NA,521,1.14522223514038e-13,1.90875,2,2.37644184371885,1.67,9.08999049341574e-13,42.5228125,41.4771875
"1130","Cor Services, Inc.","6/2/21",2021-06-05,519,"lv",41,37,NA,521,1.14522223514038e-13,0,1,1.56297597079147,2,3.57990966948103e-13,41,37
"1131","Morning Consult","6/2/21",2021-06-04,13868,"rv",43,41,NA,522,1.07204253431491e-13,1.90875,2,2.38433482670123,1.67,8.53740188990877e-13,42.5228125,41.4771875
"1132","Morning Consult","6/1/21",2021-06-03,14463,"rv",44,41,NA,523,1.00353901637219e-13,1.90875,2,2.39483723576843,1.67,8.02706409720817e-13,43.5228125,41.4771875
"1133","Morning Consult","5/31/21",2021-06-02,15610,"rv",44,41,NA,524,9.39412873226005e-14,1.90875,2,2.41391675337737,1.67,7.57399933988221e-13,43.5228125,41.4771875
"1134","Morning Consult","5/30/21",2021-06-01,16099,"rv",44,41,NA,525,8.79384390626863e-14,1.90875,2,2.42162810931057,1.67,7.11267014383141e-13,43.5228125,41.4771875
"1135","YouGov","5/29/21",2021-06-01,1187,"rv",43,35,NA,525,8.79384390626863e-14,3.91115384615385,2,1.76979609865242,1.67,5.19814575291583e-13,42.0222115384615,35.9777884615385
"1136","Morning Consult","5/29/21",2021-05-31,15607,"rv",44,41,NA,526,8.23191728065807e-14,1.90875,2,2.41386870263564,1.67,6.63683634047964e-13,43.5228125,41.4771875
"1137","Morning Consult","5/28/21",2021-05-30,14755,"rv",44,42,NA,527,7.70589776642402e-14,1.90875,2,2.39983432184426,1.67,6.17662123212279e-13,43.5228125,42.4771875
"1138","Morning Consult","5/27/21",2021-05-29,13909,"rv",44,41,NA,528,7.21349089914952e-14,1.90875,2,2.38507284790178,1.67,5.74637022823748e-13,43.5228125,41.4771875
"1139","Morning Consult","5/26/21",2021-05-28,13724,"rv",44,42,NA,529,6.75254883069387e-14,1.90875,2,2.38172535099459,1.67,5.37162738912007e-13,43.5228125,42.4771875
"1140","Morning Consult","5/25/21",2021-05-27,13909,"rv",44,42,NA,530,6.32106096041253e-14,1.90875,2,2.38507284790178,1.67,5.03544774944837e-13,43.5228125,42.4771875
"1141","Morning Consult","5/24/21",2021-05-26,14440,"rv",44,41,NA,531,5.91714516504217e-14,1.90875,2,2.3944393531117,1.67,4.73219391057804e-13,43.5228125,41.4771875
"1142","Morning Consult","5/23/21",2021-05-25,14703,"rv",44,41,NA,532,5.53903958899598e-14,1.90875,2,2.39895170839441,1.67,4.43815475395199e-13,43.5228125,41.4771875
"1143","YouGov","5/22/21",2021-05-25,1135,"rv",46,37,NA,532,5.53903958899598e-14,3.91115384615385,2,1.75859698247888,1.67,3.25347339455115e-13,45.0222115384615,37.9777884615385
"1144","ALG Research/Hart Research Associates","5/20/21",2021-05-25,805,"rv",39,37,NA,532,5.53903958899598e-14,0,1,1.67271056935464,1.67,1.54729008078609e-13,39,37
"1145","Morning Consult","5/22/21",2021-05-24,14148,"rv",44,41,NA,533,5.18509495925913e-14,1.90875,2,2.38933213758134,1.67,4.137897283538e-13,43.5228125,41.4771875
"1146","Quinnipiac University","5/18/21",2021-05-24,1316,"a",49,40,NA,533,5.18509495925913e-14,5.5,2,1.79558802797132,1,1.86205888654802e-13,47.625,41.375
"1147","Quinnipiac University","5/18/21",2021-05-24,1174,"rv",50,41,NA,533,5.18509495925913e-14,5.5,2,1.76704300009701,1.67,3.06020344136745e-13,48.625,42.375
"1148","Morning Consult","5/21/21",2021-05-23,13971,"rv",44,41,NA,534,4.85376739136248e-14,1.90875,2,2.38618475791262,1.67,3.8683832464193e-13,43.5228125,41.4771875
"1149","Morning Consult","5/20/21",2021-05-22,14364,"rv",43,41,NA,535,4.54361165505441e-14,1.90875,2,2.39312008883649,1.67,3.6317183814125e-13,42.5228125,41.4771875
"1150","Morning Consult","5/19/21",2021-05-21,15303,"rv",43,41,NA,536,4.25327487029644e-14,1.90875,2,2.40895104164776,1.67,3.42214093035776e-13,42.5228125,41.4771875
"1151","Morning Consult","5/18/21",2021-05-20,15453,"rv",43,42,NA,537,3.9814906060845e-14,1.90875,2,2.41138960955842,1.67,3.20670897607425e-13,42.5228125,42.4771875
"1152","Morning Consult","5/17/21",2021-05-19,15023,"rv",43,42,NA,538,3.7270733563557e-14,1.90875,2,2.40433440976561,1.67,2.9930176599478e-13,42.5228125,42.4771875
"1153","Morning Consult","5/16/21",2021-05-18,14954,"rv",44,41,NA,539,3.48891336888457e-14,1.90875,2,2.40318352538997,1.67,2.80042270929181e-13,43.5228125,41.4771875
"1154","YouGov","5/15/21",2021-05-18,1141,"rv",47,38,NA,539,3.48891336888457e-14,3.91115384615385,2,1.75991508746552,1.67,2.05082388643787e-13,46.0222115384615,38.9777884615385
"1155","McLaughlin & Associates","5/12/21",2021-05-18,1000,"lv",46,47,NA,539,3.48891336888457e-14,-7.86,1,1.72693881974553,2,1.20502798709119e-13,47.965,45.035
"1156","Morning Consult","5/15/21",2021-05-17,14500,"rv",44,41,NA,540,3.26597180461284e-14,1.90875,2,2.39547598210217,1.67,2.61306804340176e-13,43.5228125,41.4771875
"1157","Echelon Insights","5/14/21",2021-05-17,1132,"rv",50,40,NA,540,3.26597180461284e-14,1.49,2,1.75793531469078,1.67,1.91761663548584e-13,49.6275,40.3725
"1158","Morning Consult","5/14/21",2021-05-16,13904,"rv",44,41,NA,541,3.05727620629808e-14,1.90875,2,2.38498296187629,1.67,2.43537825503142e-13,43.5228125,41.4771875
"1159","Morning Consult","5/13/21",2021-05-15,13395,"rv",43,41,NA,542,2.86191625671564e-14,1.90875,2,2.37565919549468,1.67,2.27084518244874e-13,42.5228125,41.4771875
"1160","Morning Consult","5/12/21",2021-05-14,13923,"rv",43,42,NA,543,2.67903980791151e-14,1.90875,2,2.38532435697732,1.67,2.13438655497914e-13,42.5228125,42.4771875
"1161","Morning Consult","5/11/21",2021-05-13,14268,"rv",43,42,NA,544,2.50784916418596e-14,1.90875,2,2.3914436366197,1.67,2.00312489504838e-13,42.5228125,42.4771875
"1162","Morning Consult","5/10/21",2021-05-12,14581,"rv",43,41,NA,545,2.34759760259448e-14,1.90875,2,2.39686864757907,1.67,1.87937895232403e-13,42.5228125,41.4771875
"1163","Morning Consult","5/9/21",2021-05-11,14391,"rv",44,41,NA,546,2.19758611578869e-14,1.90875,2,2.39358957254254,1.67,1.75687981664637e-13,43.5228125,41.4771875
"1164","YouGov","5/8/21",2021-05-11,1138,"rv",45,39,NA,546,2.19758611578869e-14,3.91115384615385,2,1.75925690367157,1.67,1.29128359423509e-13,44.0222115384615,39.9777884615385
"1165","Morning Consult","5/8/21",2021-05-10,13676,"rv",44,41,NA,547,2.05716036298979e-14,1.90875,2,2.3808494376898,1.67,1.63586155721631e-13,43.5228125,41.4771875
"1166","Redfield & Wilton Strategies","5/8/21",2021-05-09,1500,"rv",41,36,NA,548,1.92570781579475e-14,6.55,2,1.82830509677258,1.67,1.17594099244711e-13,39.3625,37.6375
"1167","Redfield & Wilton Strategies","5/8/21",2021-05-09,1189,"lv",44,37,NA,548,1.92570781579475e-14,6.55,2,1.7702169741727,2,1.36356826512675e-13,42.3625,38.6375
"1168","Morning Consult","5/7/21",2021-05-09,13324,"rv",45,41,NA,548,1.92570781579475e-14,1.90875,2,2.37433054982839,1.67,1.52713714362631e-13,44.5228125,41.4771875
