POLLSTER,STATE,START,END,SAMPLE,POPULATION,DEM1,DEM1PCT,REP1,REP1PCT,OTHER1,OTHER1PCT,DEM2,DEM2PCT,DEM3,DEM3PCT,REP2,REP2PCT,REP3,REP3PCT
St. Pete Polls,FL,11/18/21,11/19/21,2896,rv,Val Demings,44.3,Marco Rubio,51,,,,,,,,,,
NRSC,NV,11/14/21,11/17/21,571,lv,Catherine Cortez Masto,42,Adam Paul Laxalt,46,,,,,,,,,,
Public Policy Polling,WA,11/10/21,11/11/21,909,lv,Patty Murray,50,Tiffany Smiley,37,,,,,,,,,,
Redfield & Wilton Strategies,NC,11/10/21,11/10/21,777,rv,Cheri Beasley,36,Ted Budd,37,,,,,,,,,,
Redfield & Wilton Strategies,NC,11/10/21,11/10/21,640,lv,Cheri Beasley,39,Ted Budd,40,,,,,,,,,,
Redfield & Wilton Strategies,FL,11/9/21,11/9/21,867,rv,Val Demings,33,Marco Rubio,45,,,,,,,,,,
Redfield & Wilton Strategies,FL,11/9/21,11/9/21,737,lv,Val Demings,36,Marco Rubio,48,,,,,,,,,,
Redfield & Wilton Strategies,GA,11/9/21,11/9/21,753,rv,Raphael Warnock,45,Herschel Junior Walker,39,,,,,,,,,,
Redfield & Wilton Strategies,GA,11/9/21,11/9/21,638,lv,Raphael Warnock,48,Herschel Junior Walker,42,,,,,,,,,,
SurveyUSA,WA,10/25/21,10/28/21,542,rv,Patty Murray,49,Tiffany Smiley,31,,,,,,,,,,
Saint Leo University,FL,10/17/21,10/23/21,500,a,Val Demings,28.6,Marco Rubio,46.8,,,,,,,,,,
University of New Hampshire,NH,10/14/21,10/18/21,979,lv,Maggie Hassan,47,Donald C. Bolduc,42,,,,,,,,,,
VCreek/AMG,FL,9/23/21,9/27/21,405,lv,Val Demings,38,Marco Rubio,42,,,,,,,,,,
Mellman Group,NV,9/15/21,9/22/21,600,lv,Catherine Cortez Masto,45.5,Adam Paul Laxalt,41.2,,,,,,,,,,
WPA Intelligence (WPAi),NV,9/11/21,9/15/21,504,lv,Catherine Cortez Masto,37,Adam Paul Laxalt,39,,,,,,,,,,
OH Predictive Insights,AZ,9/7/21,9/12/21,882,rv,Mark Kelly,44,Blake Masters,35,,,,,,,,,,
Clarity Campaign Labs,WI,9/8/21,9/11/21,756,lv,Mandela Barnes,43,Ron Johnson,43,,,,,,,,,,
Redfield & Wilton Strategies,FL,8/20/21,8/24/21,1000,rv,Val Demings,34,Marco Rubio,46,,,,,,,,,,
Redfield & Wilton Strategies,FL,8/20/21,8/24/21,1000,lv,Val Demings,37,Marco Rubio,48,,,,,,,,,,
Redfield & Wilton Strategies,OH,8/20/21,8/24/21,1200,rv,Tim Ryan,36,J.D. Vance,33,,,,,,,,,,
Redfield & Wilton Strategies,OH,8/20/21,8/24/21,1200,lv,Tim Ryan,37,J.D. Vance,36,,,,,,,,,,
The Political Matrix/The Listener Group,FL,8/14/21,8/18/21,1000,lv,Val Demings,45.1,Marco Rubio,54.9,,,,,,,,,,
St. Pete Polls,FL,8/16/21,8/17/21,2068,rv,Val Demings,46.1,Marco Rubio,48.1,,,,,,,,,,
Change Research,FL,8/14/21,8/17/21,1585,lv,Val Demings,44,Marco Rubio,47,,,,,,,,,,
VCreek/AMG,NV,8/9/21,8/14/21,567,rv,Catherine Cortez Masto,32,Adam Paul Laxalt,42,,,,,,,,,,
Susquehanna Polling & Research Inc.,FL,8/4/21,8/10/21,700,rv,Val Demings,39,Marco Rubio,50,,,,,,,,,,
Public Policy Polling,GA,8/4/21,8/5/21,622,v,Raphael Warnock,48,Herschel Junior Walker,46,,,,,,,,,,
University of New Hampshire,NH,7/15/21,7/19/21,1540,lv,Maggie Hassan,51,Donald C. Bolduc,41,,,,,,,,,,
The Political Matrix/The Listener Group,FL,6/27/21,6/27/21,681,lv,Val Demings,39.6,Marco Rubio,60.4,,,,,,,,,,
Public Policy Polling,WA,5/25/21,5/26/21,992,lv,Patty Murray,53,Tiffany Smiley,37,,,,,,,,,,
Public Policy Polling,OH,3/18/21,3/19/21,700,v,Tim Ryan,37,J.D. Vance,39,,,,,,,,,,
Trafalgar Group/InsiderAdvantage,GA,3/7/21,3/9/21,1093,lv,Raphael Warnock,45.5,Herschel Junior Walker,47.7,,,,,,,,,,
University of New Hampshire,NH,2/18/21,2/22/21,1676,lv,Maggie Hassan,52,Donald C. Bolduc,39,,,,,,,,,,
